customerID,SeniorCitizen,Partner,Dependents,tenure,Contract,InternetService,TechSupport,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00710,0,No,No,21,Two year,Fiber optic,Yes,Yes,Mailed check,82.8,1591.22,No
CUST-00711,1,No,No,26,One year,DSL,No,No,Bank transfer,57.4,1426.02,Yes
CUST-00712,0,Yes,No,41,Two year,Fiber optic,No,Yes,Credit card,59.8,2260.61,No
CUST-00713,1,Yes,No,40,Two year,Fiber optic,No internet service,No,Credit card,77.18,,No
CUST-00714,0,No,Yes,68,One year,Fiber optic,No,Yes,Bank transfer,61.24,4095.22,No
CUST-00715,0,No,No,35,Month-to-month,DSL,No internet service,Yes,Electronic check,60.3,1926.6,No
CUST-00716,1,Yes,Yes,41,One year,DSL,No,Yes,Mailed check,65.21,2563.56,Yes
CUST-00717,0,Yes,Yes,49,Month-to-month,DSL,No,Yes,Credit card,80.91,3844.27,No
CUST-00718,0,No,No,12,One year,Fiber optic,No,No,Electronic check,97.93,1087.22,Yes
CUST-00719,0,No,No,48,Two year,Fiber optic,No internet service,No,Bank transfer,76.71,3544.51,No
CUST-00720,0,No,No,62,Month-to-month,DSL,No internet service,No,Bank transfer,81.07,4756.27,No
CUST-00721,0,Yes,No,23,Month-to-month,Fiber optic,No internet service,Yes,Electronic check,61.0,1330.34,Yes
CUST-00722,0,Yes,Yes,13,Month-to-month,Fiber optic,No,No,Mailed check,50.84,631.26,Yes
CUST-00723,0,No,No,25,Two year,DSL,No,Yes,Credit card,78.08,1868.09,No
CUST-00724,0,Yes,No,20,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,68.42,1328.69,No
CUST-00725,0,No,Yes,42,Month-to-month,Fiber optic,No internet service,No,Credit card,36.55,,Yes
CUST-00726,1,No,Yes,63,Month-to-month,Fiber optic,Yes,Yes,Mailed check,58.44,3579.6,Yes
CUST-00727,0,Yes,Yes,43,Month-to-month,No,Yes,Yes,Credit card,63.34,2583.61,No
CUST-00728,0,No,No,9,Month-to-month,No,No,Yes,Bank transfer,54.79,476.48,Yes
CUST-00729,0,Yes,Yes,22,Month-to-month,DSL,No,Yes,Credit card,94.63,1928.45,Yes
CUST-00730,1,No,No,50,Month-to-month,DSL,No,No,Mailed check,74.6,3559.05,No
CUST-00731,0,No,Yes,24,Month-to-month,DSL,Yes,Yes,Mailed check,92.46,2100.99,No
CUST-00732,0,No,No,42,Month-to-month,DSL,Yes,No,Electronic check,70.27,2745.39,Yes
CUST-00733,1,No,Yes,50,Month-to-month,Fiber optic,Yes,Yes,Electronic check,66.63,3019.11,Yes
CUST-00734,0,Yes,No,24,Month-to-month,No,No,No,Electronic check,46.27,1056.09,Yes
CUST-00735,0,No,No,47,One year,No,Yes,No,Electronic check,65.24,2762.64,No
CUST-00736,0,Yes,No,29,Month-to-month,DSL,No,No,Mailed check,65.26,1777.06,Yes
CUST-00737,0,No,No,9,Month-to-month,Fiber optic,Yes,Yes,Credit card,37.66,317.61,No
CUST-00738,0,Yes,No,27,Month-to-month,DSL,No,Yes,Mailed check,54.21,1410.06,No
CUST-00739,0,No,Yes,32,Month-to-month,Fiber optic,No,No,Credit card,58.53,1870.61,Yes
CUST-00740,1,Yes,No,0,Month-to-month,DSL,No,No,Credit card,73.27,72.23,Yes
CUST-00741,0,Yes,Yes,65,Month-to-month,No,No internet service,Yes,Credit card,74.23,4812.93,No
CUST-00742,0,Yes,No,38,Two year,No,Yes,Yes,Bank transfer,53.37,2018.11,No
CUST-00743,0,Yes,No,2,Month-to-month,DSL,No,No,Credit card,74.38,134.99,Yes
CUST-00744,0,Yes,Yes,63,Month-to-month,Fiber optic,No,Yes,Mailed check,61.36,3588.1,No
CUST-00745,0,Yes,Yes,62,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,18.0,1037.54,Yes
CUST-00746,0,No,Yes,0,Month-to-month,No,No internet service,No,Credit card,55.31,50.17,Yes
CUST-00747,0,Yes,No,11,Month-to-month,Fiber optic,No internet service,Yes,Electronic check,86.58,937.78,Yes
CUST-00748,1,Yes,No,26,One year,DSL,No,Yes,Electronic check,31.36,806.83,No
CUST-00749,0,No,Yes,37,Two year,Fiber optic,No internet service,No,Electronic check,67.25,2389.96,No
CUST-00750,0,No,No,52,Month-to-month,DSL,No,Yes,Bank transfer,96.71,4974.1,No
CUST-00751,0,Yes,Yes,30,Month-to-month,Fiber optic,No,Yes,Mailed check,49.79,1451.04,No
CUST-00752,0,Yes,Yes,44,Month-to-month,DSL,Yes,Yes,Mailed check,65.04,2701.66,Yes
CUST-00753,0,No,No,0,Month-to-month,Fiber optic,Yes,Yes,Credit card,38.92,35.61,No
CUST-00754,0,No,Yes,48,One year,No,Yes,Yes,Electronic check,97.54,4662.49,No
CUST-00755,0,No,No,66,Month-to-month,DSL,No,No,Electronic check,63.33,4051.16,No
CUST-00756,0,No,No,38,Month-to-month,Fiber optic,No,Yes,Mailed check,65.93,2343.54,Yes
CUST-00757,0,No,Yes,33,Two year,Fiber optic,Yes,Yes,Credit card,92.09,2774.15,Yes
CUST-00758,0,No,No,21,Month-to-month,DSL,No,No,Bank transfer,78.23,1609.8,No
CUST-00759,0,No,Yes,69,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,47.49,3211.93,Yes
CUST-00760,0,No,No,2,One year,Fiber optic,No,Yes,Bank transfer,52.05,99.34,Yes
CUST-00761,0,No,No,20,Month-to-month,Fiber optic,Yes,Yes,Mailed check,74.9,1497.99,No
CUST-00762,0,No,No,10,Month-to-month,No,No,Yes,Mailed check,52.52,492.97,No
CUST-00763,0,No,No,63,Month-to-month,Fiber optic,No,Yes,Credit card,22.66,1419.31,Yes
CUST-00764,1,Yes,No,35,Two year,Fiber optic,No,Yes,Bank transfer,63.94,2155.16,No
CUST-00765,1,Yes,Yes,67,Month-to-month,DSL,Yes,No,Bank transfer,35.4,2309.28,No
CUST-00766,1,Yes,No,48,Month-to-month,DSL,No,No,Electronic check,97.33,4633.1,Yes
CUST-00767,0,Yes,Yes,40,Month-to-month,DSL,No internet service,No,Bank transfer,68.54,2695.31,No
CUST-00768,0,No,No,37,Month-to-month,No,Yes,Yes,Mailed check,46.9,1611.86,No
CUST-00769,0,No,No,14,One year,No,No,No,Mailed check,51.03,704.93,No
CUST-00770,0,Yes,Yes,41,Month-to-month,No,Yes,Yes,Bank transfer,27.21,1064.26,No
CUST-00771,0,Yes,No,50,One year,DSL,Yes,Yes,Mailed check,43.01,1945.09,No
CUST-00772,0,Yes,No,70,One year,Fiber optic,No,No,Bank transfer,85.33,5778.27,No
CUST-00773,0,No,No,40,Two year,Fiber optic,Yes,No,Electronic check,109.64,4166.19,No
CUST-00774,0,No,No,68,Month-to-month,Fiber optic,No,Yes,Electronic check,79.53,5157.44,No
CUST-00775,1,Yes,No,68,Two year,DSL,No internet service,No,Bank transfer,63.16,4042.14,No
CUST-00776,0,Yes,No,38,One year,No,Yes,Yes,Credit card,56.36,1941.24,Yes
CUST-00777,0,No,Yes,32,Month-to-month,DSL,Yes,Yes,Credit card,45.87,1347.51,No
CUST-00778,0,No,No,10,One year,DSL,No internet service,Yes,Mailed check,106.2,1036.14,No
CUST-00779,0,No,Yes,19,Two year,No,No,Yes,Credit card,61.23,1074.28,No
CUST-00780,1,Yes,No,64,Month-to-month,Fiber optic,No internet service,No,Mailed check,107.31,6612.17,No
CUST-00781,1,Yes,No,10,Two year,Fiber optic,No,Yes,Credit card,92.87,886.15,Yes
CUST-00782,0,No,No,28,Month-to-month,Fiber optic,No,Yes,Mailed check,30.18,779.25,No
CUST-00783,0,Yes,No,51,One year,No,No internet service,No,Electronic check,51.68,2446.06,No
CUST-00784,0,No,No,17,Two year,DSL,Yes,No,Electronic check,51.62,823.45,No
CUST-00785,0,No,Yes,71,Month-to-month,Fiber optic,No internet service,No,Credit card,63.4,4447.47,Yes
CUST-00786,0,Yes,Yes,47,Two year,DSL,No,No,Bank transfer,63.79,2980.53,No
CUST-00787,0,No,Yes,2,Month-to-month,DSL,No internet service,No,Electronic check,120.0,225.28,Yes
CUST-00788,0,No,Yes,18,One year,Fiber optic,Yes,No,Credit card,43.46,707.66,No
CUST-00789,0,No,No,54,One year,Fiber optic,No,Yes,Electronic check,69.58,3607.36,Yes
CUST-00790,0,Yes,No,63,Month-to-month,DSL,Yes,No,Mailed check,77.33,4588.05,No
CUST-00791,0,No,No,67,Month-to-month,Fiber optic,No internet service,Yes,Bank transfer,64.97,4132.0,Yes
CUST-00792,0,Yes,No,62,Month-to-month,Fiber optic,Yes,Yes,Electronic check,67.2,3933.89,No
CUST-00793,0,No,No,5,Month-to-month,Fiber optic,Yes,Yes,Credit card,44.1,212.88,Yes
CUST-00794,0,No,Yes,53,Month-to-month,Fiber optic,No internet service,Yes,Bank transfer,67.13,3310.42,No
CUST-00795,0,Yes,No,8,Month-to-month,No,No,No,Credit card,75.23,595.38,No
CUST-00796,0,No,No,5,Month-to-month,Fiber optic,No,No,Credit card,71.55,337.05,Yes
CUST-00797,0,No,Yes,50,Month-to-month,Fiber optic,Yes,Yes,Credit card,76.4,3568.51,Yes
CUST-00798,0,No,No,34,One year,Fiber optic,No,Yes,Electronic check,93.25,3146.07,No
CUST-00799,0,Yes,No,47,One year,Fiber optic,Yes,Yes,Electronic check,83.74,3683.16,No
CUST-00800,0,No,No,62,One year,DSL,No,No,Electronic check,66.43,3741.01,No
CUST-00801,0,No,No,5,Month-to-month,DSL,No,Yes,Electronic check,41.56,190.25,No
CUST-00802,0,Yes,No,38,Two year,DSL,No,Yes,Bank transfer,53.0,1956.46,No
CUST-00803,0,Yes,Yes,60,One year,Fiber optic,Yes,No,Electronic check,60.61,3477.44,No
CUST-00804,0,No,No,32,Month-to-month,No,Yes,Yes,Mailed check,70.05,2137.28,Yes
CUST-00805,0,No,No,38,Month-to-month,Fiber optic,No,Yes,Bank transfer,55.43,1912.98,No
CUST-00806,0,Yes,Yes,36,One year,Fiber optic,Yes,Yes,Bank transfer,46.29,1527.14,Yes
CUST-00807,0,No,Yes,66,Month-to-month,Fiber optic,Yes,Yes,Mailed check,41.24,2557.5,No
CUST-00808,0,Yes,Yes,3,Month-to-month,Fiber optic,No,No,Electronic check,31.98,90.64,No
CUST-00809,0,No,No,64,Two year,Fiber optic,No,Yes,Electronic check,60.3,3618.61,No
CUST-00810,0,No,No,59,Month-to-month,Fiber optic,No,Yes,Credit card,35.61,1996.52,Yes
CUST-00811,0,Yes,No,59,Month-to-month,Fiber optic,No,No,Mailed check,44.99,2583.68,No
CUST-00812,1,No,No,30,Two year,DSL,No internet service,No,Bank transfer,57.12,1651.17,No
CUST-00813,0,No,No,37,One year,Fiber optic,No,Yes,Bank transfer,38.28,1361.3,No
CUST-00814,0,Yes,Yes,26,Month-to-month,Fiber optic,No internet service,No,Mailed check,72.6,1804.13,No
CUST-00815,1,No,No,18,Two year,Fiber optic,No,Yes,Bank transfer,79.8,1321.62,Yes
CUST-00816,1,No,No,63,Two year,No,Yes,Yes,Mailed check,54.01,3268.1,Yes
CUST-00817,0,No,No,36,Month-to-month,Fiber optic,No internet service,No,Mailed check,56.26,1854.92,Yes
CUST-00818,0,Yes,Yes,52,One year,Fiber optic,No,Yes,Credit card,75.75,3825.92,No
CUST-00819,0,Yes,Yes,7,Month-to-month,DSL,No,Yes,Mailed check,50.72,335.59,No
CUST-00820,0,No,Yes,57,Month-to-month,Fiber optic,Yes,No,Bank transfer,49.35,2695.22,No
CUST-00821,1,No,No,48,One year,No,Yes,No,Bank transfer,88.93,4210.07,No
CUST-00822,0,Yes,Yes,72,Month-to-month,No,No,No,Electronic check,82.68,5579.77,Yes
CUST-00823,0,Yes,No,9,One year,No,No,No,Bank transfer,77.03,630.86,No
CUST-00824,0,Yes,Yes,39,Two year,DSL,No,Yes,Credit card,83.51,3221.52,No
CUST-00825,0,Yes,No,37,Month-to-month,Fiber optic,No,No,Mailed check,25.45,881.85,No
CUST-00826,0,No,Yes,39,One year,No,No,Yes,Credit card,92.08,3378.0,No
CUST-00827,0,Yes,Yes,3,Month-to-month,Fiber optic,Yes,No,Electronic check,72.84,203.14,Yes
CUST-00828,0,No,No,34,Two year,Fiber optic,Yes,Yes,Electronic check,85.22,2729.48,Yes
CUST-00829,0,No,No,21,Month-to-month,Fiber optic,Yes,Yes,Credit card,72.74,1454.37,No
CUST-00830,1,Yes,No,45,One year,Fiber optic,No internet service,Yes,Credit card,65.98,2922.58,No
CUST-00831,0,No,No,16,One year,DSL,No,No,Credit card,59.49,925.2,No
CUST-00832,0,Yes,No,31,Month-to-month,DSL,No internet service,Yes,Bank transfer,72.34,2133.39,No
CUST-00833,0,Yes,No,45,One year,No,No,Yes,Electronic check,58.77,2582.2,No
CUST-00834,0,No,No,4,One year,No,No,No,Mailed check,82.36,324.43,No
CUST-00835,0,No,Yes,57,One year,No,No,No,Bank transfer,33.27,1717.78,No
CUST-00836,0,Yes,No,52,One year,DSL,No internet service,Yes,Electronic check,54.17,2701.98,Yes
CUST-00837,0,No,Yes,4,Two year,DSL,No internet service,Yes,Bank transfer,105.9,383.07,No
CUST-00838,1,Yes,Yes,4,Month-to-month,DSL,No,No,Electronic check,52.48,195.4,No
CUST-00839,0,Yes,Yes,62,Month-to-month,No,Yes,Yes,Electronic check,60.23,3645.54,No
CUST-00840,1,No,No,20,Month-to-month,Fiber optic,No,Yes,Electronic check,47.35,927.23,Yes
CUST-00841,0,No,Yes,62,One year,No,Yes,No,Electronic check,71.72,4394.98,No
CUST-00842,0,No,No,36,Month-to-month,DSL,Yes,Yes,Electronic check,50.27,1718.92,No
CUST-00843,0,Yes,No,24,Month-to-month,Fiber optic,No,Yes,Credit card,61.29,1336.24,Yes
CUST-00844,1,Yes,Yes,19,Month-to-month,Fiber optic,No internet service,Yes,Credit card,81.98,1421.61,Yes
CUST-00845,0,Yes,No,48,Two year,DSL,Yes,Yes,Bank transfer,51.02,2263.89,No
CUST-00846,0,No,Yes,8,Month-to-month,No,Yes,Yes,Mailed check,80.77,605.59,No
CUST-00847,0,No,Yes,29,One year,Fiber optic,No internet service,No,Electronic check,81.44,2249.95,No
CUST-00848,1,Yes,No,25,Month-to-month,DSL,Yes,Yes,Credit card,86.1,2076.29,No
CUST-00849,0,No,No,11,Two year,DSL,Yes,No,Credit card,67.81,683.44,No
CUST-00850,0,No,Yes,25,Month-to-month,No,No,No,Credit card,120.0,2756.69,Yes
CUST-00851,0,Yes,No,38,Month-to-month,Fiber optic,No internet service,No,Mailed check,86.09,3000.87,Yes
CUST-00852,0,Yes,No,49,Two year,Fiber optic,No,Yes,Electronic check,71.5,3417.64,No
CUST-00853,0,No,No,6,Two year,Fiber optic,No,No,Bank transfer,47.48,265.0,No
CUST-00854,0,Yes,No,63,Month-to-month,Fiber optic,No,Yes,Mailed check,63.06,3641.73,No
CUST-00855,1,Yes,No,64,Month-to-month,Fiber optic,Yes,No,Mailed check,93.53,5645.55,Yes
CUST-00856,0,Yes,No,50,One year,No,No,Yes,Mailed check,99.19,4586.31,No
CUST-00857,1,No,No,67,Two year,DSL,No internet service,No,Electronic check,94.57,5936.57,No
CUST-00858,0,No,No,31,Month-to-month,Fiber optic,No,Yes,Credit card,80.7,2457.67,Yes
CUST-00859,0,No,No,59,Month-to-month,DSL,Yes,No,Electronic check,39.89,2196.74,No
CUST-00860,0,Yes,Yes,53,One year,DSL,Yes,Yes,Credit card,74.74,3634.36,No
CUST-00861,0,No,Yes,41,One year,Fiber optic,Yes,Yes,Credit card,40.17,1520.56,No
CUST-00862,0,Yes,No,13,One year,No,Yes,No,Electronic check,35.25,414.0,Yes
CUST-00863,0,No,Yes,40,One year,DSL,Yes,Yes,Bank transfer,69.78,2763.6,No
CUST-00864,0,No,Yes,65,Month-to-month,Fiber optic,No,No,Electronic check,75.46,4756.27,Yes
CUST-00865,0,No,No,71,Two year,Fiber optic,Yes,No,Credit card,83.07,5581.46,No
CUST-00866,0,Yes,No,32,Two year,DSL,No,No,Bank transfer,74.94,2292.77,Yes
CUST-00867,0,No,Yes,18,One year,Fiber optic,No,No,Electronic check,75.63,1259.8,Yes
CUST-00868,1,Yes,Yes,54,Month-to-month,No,No internet service,No,Credit card,45.31,2300.84,No
CUST-00869,0,Yes,No,5,Month-to-month,DSL,No internet service,No,Credit card,62.9,293.11,Yes
CUST-00870,1,No,No,11,One year,DSL,No,Yes,Credit card,34.86,376.73,Yes
CUST-00871,0,Yes,No,41,Month-to-month,No,Yes,Yes,Mailed check,24.93,995.9,Yes
CUST-00872,0,Yes,No,72,Two year,DSL,No,No,Credit card,79.81,5334.81,No
CUST-00873,0,No,No,24,Month-to-month,DSL,Yes,Yes,Bank transfer,49.94,1170.06,Yes
CUST-00874,0,No,Yes,32,One year,No,Yes,Yes,Bank transfer,82.45,2399.34,No
CUST-00875,0,No,No,23,Two year,No,Yes,Yes,Mailed check,87.17,1845.03,No
CUST-00876,0,Yes,No,32,Month-to-month,Fiber optic,No internet service,Yes,Mailed check,52.61,1533.08,Yes
CUST-00877,0,No,Yes,0,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,76.81,70.96,No
CUST-00878,0,Yes,Yes,43,One year,No,No,No,Bank transfer,51.78,2054.25,No
CUST-00879,0,No,No,43,One year,Fiber optic,No,No,Electronic check,28.08,1195.43,No
CUST-00880,0,Yes,No,23,Month-to-month,Fiber optic,No,No,Mailed check,67.47,1447.43,Yes
CUST-00881,0,Yes,No,19,One year,No,Yes,Yes,Electronic check,55.58,987.93,No
CUST-00882,0,No,No,55,Two year,Fiber optic,No internet service,No,Mailed check,56.2,2812.73,No
CUST-00883,1,Yes,No,13,Month-to-month,Fiber optic,No,No,Credit card,104.51,1231.73,Yes
CUST-00884,0,No,Yes,3,Month-to-month,Fiber optic,No,Yes,Bank transfer,34.48,95.37,No
CUST-00885,0,Yes,No,2,Month-to-month,Fiber optic,No,Yes,Electronic check,72.66,132.74,Yes
CUST-00886,0,Yes,No,64,Month-to-month,Fiber optic,No internet service,Yes,Bank transfer,45.1,2697.23,No
CUST-00887,0,Yes,Yes,26,Month-to-month,Fiber optic,No,No,Electronic check,83.17,1986.41,Yes
CUST-00888,0,Yes,No,7,Month-to-month,Fiber optic,No,Yes,Electronic check,70.97,455.96,Yes
CUST-00889,0,Yes,No,64,One year,No,No,Yes,Credit card,72.59,4482.01,Yes
CUST-00890,0,Yes,No,10,Month-to-month,Fiber optic,Yes,Yes,Electronic check,46.1,458.33,Yes
CUST-00891,0,Yes,No,24,Two year,DSL,Yes,Yes,Mailed check,49.69,1074.79,No
CUST-00892,0,No,No,1,Month-to-month,DSL,Yes,Yes,Electronic check,83.55,81.09,No
CUST-00893,0,No,No,49,Month-to-month,DSL,Yes,No,Bank transfer,100.42,4752.89,Yes
CUST-00894,0,Yes,No,51,One year,Fiber optic,Yes,Yes,Bank transfer,74.61,3647.22,No
CUST-00895,1,Yes,Yes,55,Two year,Fiber optic,No internet service,No,Credit card,47.05,2508.12,No
CUST-00896,0,Yes,No,19,Month-to-month,DSL,No,Yes,Credit card,71.78,1296.82,Yes
CUST-00897,0,Yes,No,23,Month-to-month,No,No internet service,Yes,Bank transfer,113.55,2592.56,No
CUST-00898,0,No,No,68,Month-to-month,DSL,No,No,Mailed check,67.05,4175.6,No
CUST-00899,0,Yes,No,59,Month-to-month,DSL,No,No,Electronic check,94.24,5267.45,No
CUST-00900,0,No,No,2,Month-to-month,No,Yes,No,Credit card,50.19,96.9,No
CUST-00901,0,No,No,50,Month-to-month,Fiber optic,No,Yes,Bank transfer,64.16,3178.71,Yes
CUST-00902,0,Yes,No,59,Month-to-month,Fiber optic,Yes,Yes,Electronic check,77.39,4331.97,Yes
CUST-00903,0,Yes,No,40,Month-to-month,No,No,No,Bank transfer,72.95,2911.29,No
CUST-00904,0,Yes,No,46,Two year,No,No internet service,Yes,Mailed check,49.67,2206.33,No
CUST-00905,0,Yes,No,0,One year,DSL,No internet service,No,Mailed check,48.81,47.34,Yes
CUST-00906,0,No,Yes,2,Month-to-month,Fiber optic,Yes,Yes,Mailed check,84.77,166.46,No
CUST-00907,0,Yes,Yes,2,Month-to-month,Fiber optic,No,Yes,Credit card,88.83,172.93,No
CUST-00908,0,Yes,No,11,Month-to-month,DSL,Yes,No,Electronic check,95.24,997.63,Yes
CUST-00909,0,Yes,No,72,Month-to-month,No,Yes,No,Credit card,101.08,7112.28,No
CUST-00910,0,No,No,46,One year,Fiber optic,Yes,No,Electronic check,67.69,2813.49,Yes
CUST-00911,0,Yes,Yes,57,Two year,No,Yes,No,Electronic check,58.78,3327.93,No
CUST-00912,0,No,Yes,21,Two year,Fiber optic,No,Yes,Bank transfer,92.02,1898.25,No
CUST-00913,1,Yes,Yes,68,Two year,Fiber optic,No,No,Electronic check,79.26,5194.39,No
CUST-00914,0,Yes,No,14,Two year,DSL,Yes,No,Credit card,45.35,575.78,No
CUST-00915,0,Yes,No,65,Two year,No,No internet service,Yes,Bank transfer,44.33,2678.29,No
CUST-00916,0,No,Yes,2,Month-to-month,Fiber optic,No,Yes,Mailed check,74.84,138.51,Yes
CUST-00917,0,Yes,No,1,Month-to-month,DSL,No,No,Mailed check,61.45,56.88,Yes
CUST-00918,0,No,No,5,Month-to-month,DSL,No,Yes,Credit card,64.47,311.78,No
CUST-00919,1,Yes,No,57,One year,Fiber optic,No,No,Credit card,86.45,4866.62,Yes
CUST-00920,1,Yes,No,18,Month-to-month,DSL,No,Yes,Bank transfer,80.18,1397.29,Yes
CUST-00921,0,Yes,No,32,Two year,Fiber optic,No,No,Electronic check,91.6,2752.03,Yes
CUST-00922,0,No,No,34,One year,Fiber optic,No internet service,No,Bank transfer,26.37,893.82,No
CUST-00923,0,No,No,57,Month-to-month,DSL,No,No,Electronic check,70.07,3939.11,No
CUST-00924,1,No,Yes,25,Month-to-month,Fiber optic,No,No,Mailed check,78.89,1910.21,Yes
CUST-00925,0,No,No,0,Month-to-month,DSL,Yes,Yes,Bank transfer,34.47,32.39,No
CUST-00926,0,Yes,No,28,Month-to-month,No,No internet service,No,Mailed check,51.9,1407.25,Yes
CUST-00927,0,No,No,21,Two year,No,No,No,Credit card,48.19,952.08,No
CUST-00928,0,Yes,Yes,53,One year,DSL,Yes,No,Credit card,65.43,3174.83,No
CUST-00929,0,Yes,Yes,54,One year,Fiber optic,No internet service,No,Electronic check,97.56,5067.43,No
CUST-00930,0,No,No,6,Month-to-month,Fiber optic,No,No,Credit card,105.45,613.6,No
CUST-00931,0,Yes,Yes,57,Month-to-month,No,Yes,No,Credit card,48.71,2595.81,No
CUST-00932,0,Yes,Yes,5,Month-to-month,Fiber optic,Yes,Yes,Electronic check,75.53,374.98,Yes
CUST-00933,0,No,No,45,One year,Fiber optic,No,No,Mailed check,76.18,3378.14,No
CUST-00934,0,Yes,No,28,One year,No,No internet service,No,Credit card,72.75,1952.03,No
CUST-00935,0,Yes,Yes,21,Month-to-month,DSL,No,Yes,Electronic check,72.98,1388.55,No
CUST-00936,0,No,Yes,35,Two year,Fiber optic,Yes,Yes,Electronic check,71.07,2242.99,Yes
CUST-00937,0,Yes,No,22,Month-to-month,DSL,No,No,Bank transfer,98.75,2094.27,No
CUST-00938,1,Yes,No,57,Two year,Fiber optic,No,Yes,Credit card,87.05,4869.46,No
CUST-00939,0,Yes,No,70,Month-to-month,Fiber optic,Yes,Yes,Mailed check,43.8,2912.81,Yes
CUST-00940,0,No,No,59,Month-to-month,No,No internet service,Yes,Credit card,80.91,4307.53,Yes
CUST-00941,0,No,No,32,Two year,Fiber optic,Yes,No,Bank transfer,82.85,2424.48,No
CUST-00942,0,No,No,36,Month-to-month,DSL,No internet service,No,Electronic check,71.3,2364.34,No
CUST-00943,0,Yes,No,32,Month-to-month,No,No,No,Mailed check,87.63,2699.78,No
CUST-00944,0,Yes,No,57,Month-to-month,No,Yes,No,Bank transfer,68.76,3717.89,No
CUST-00945,0,Yes,No,40,Month-to-month,Fiber optic,No,No,Mailed check,69.01,2512.57,Yes
CUST-00946,0,No,Yes,34,One year,Fiber optic,No,Yes,Electronic check,67.42,2178.05,No
CUST-00947,0,No,Yes,29,Two year,DSL,No,Yes,Electronic check,24.64,705.23,No
CUST-00948,0,No,No,27,Two year,Fiber optic,No,Yes,Bank transfer,63.39,1615.53,No
CUST-00949,0,Yes,Yes,40,Month-to-month,DSL,Yes,Yes,Credit card,51.63,1889.61,No
CUST-00950,0,No,No,50,Month-to-month,DSL,Yes,Yes,Mailed check,41.27,1976.42,No
CUST-00951,0,Yes,No,31,Month-to-month,No,No,Yes,Credit card,93.68,2883.57,Yes
CUST-00952,1,Yes,Yes,58,Month-to-month,Fiber optic,Yes,No,Bank transfer,75.08,3969.65,No
CUST-00953,0,No,No,60,Month-to-month,DSL,Yes,No,Mailed check,64.4,3538.04,No
CUST-00954,0,No,No,31,Two year,DSL,No,Yes,Bank transfer,53.7,1592.59,Yes
CUST-00955,0,No,No,66,Two year,No,Yes,No,Mailed check,70.92,4371.79,No
CUST-00956,0,Yes,Yes,12,One year,DSL,No,No,Credit card,84.83,1007.33,No
CUST-00957,0,No,Yes,68,Month-to-month,DSL,No internet service,No,Credit card,48.46,3200.63,Yes
CUST-00958,0,Yes,Yes,21,Month-to-month,DSL,No internet service,No,Credit card,64.9,1246.66,No
CUST-00959,0,Yes,Yes,41,Month-to-month,DSL,Yes,No,Electronic check,82.36,3333.1,Yes
CUST-00960,0,Yes,No,20,Month-to-month,DSL,No,No,Electronic check,26.28,506.8,No
CUST-00961,0,Yes,No,32,Month-to-month,No,No internet service,No,Credit card,63.85,1939.74,No
CUST-00962,0,No,Yes,24,Month-to-month,DSL,No,Yes,Credit card,56.41,1253.19,Yes
CUST-00963,1,Yes,No,51,Month-to-month,Fiber optic,No,Yes,Bank transfer,62.32,3066.99,Yes
CUST-00964,0,Yes,Yes,5,Two year,Fiber optic,No,Yes,Electronic check,54.97,272.06,Yes
CUST-00965,0,Yes,No,61,Month-to-month,Fiber optic,No,Yes,Credit card,67.75,3735.38,Yes
CUST-00966,0,No,No,65,Two year,Fiber optic,Yes,Yes,Mailed check,103.47,6305.3,No
CUST-00967,0,No,No,41,Month-to-month,Fiber optic,No,Yes,Mailed check,58.52,,Yes
CUST-00968,0,No,No,39,One year,Fiber optic,Yes,Yes,Mailed check,70.83,2591.91,Yes
CUST-00969,0,Yes,No,51,Month-to-month,Fiber optic,No internet service,Yes,Mailed check,104.89,4833.64,No
CUST-00970,0,Yes,No,14,Month-to-month,Fiber optic,No,Yes,Mailed check,54.0,688.07,No
CUST-00971,0,Yes,Yes,54,Month-to-month,Fiber optic,Yes,No,Mailed check,101.29,5300.52,Yes
CUST-00972,0,No,Yes,15,Month-to-month,Fiber optic,No,No,Bank transfer,65.11,947.36,Yes
CUST-00973,0,Yes,No,49,Two year,DSL,No,No,Electronic check,100.64,4494.96,Yes
CUST-00974,0,No,Yes,22,Month-to-month,Fiber optic,Yes,Yes,Mailed check,80.0,1622.58,Yes
CUST-00975,0,No,No,54,One year,Fiber optic,No internet service,No,Electronic check,71.14,3674.02,No
CUST-00976,0,No,Yes,57,Month-to-month,DSL,No,Yes,Bank transfer,63.69,3516.53,No
CUST-00977,0,No,Yes,15,Month-to-month,No,No,Yes,Credit card,52.52,721.37,Yes
CUST-00978,0,Yes,No,45,Month-to-month,DSL,No internet service,Yes,Credit card,66.52,2830.67,Yes
CUST-00979,0,Yes,No,36,Month-to-month,DSL,No,No,Electronic check,82.95,2855.41,Yes
CUST-00980,0,Yes,Yes,21,Two year,No,No,No,Bank transfer,64.74,1230.34,No
CUST-00981,1,Yes,Yes,42,Two year,DSL,Yes,No,Electronic check,58.67,2272.86,No
CUST-00982,0,No,No,72,One year,Fiber optic,Yes,No,Mailed check,59.98,4283.53,No
